Ulasan,Sentiment Score,Sentiment
penuh cerita mistis indah di nikmati indahan arsitekturnya kepada siapa yang menilai,-3,negatif
tidak layak disebut menyambangi semarang kalau berkunjung tempat satu setelah dipugar beberapa tahun lalu tempat bersejarah tidak dilupakan dikunjungi destinasi favorit semarang mengunjunginya malam hari tidak kalah indahnya mengunjunginya siang hari pada malam hari lampu lampunya terang sekali menerangi sudah masuk menikmati berfoto sekadar berputar putar mengenali sejarah transportasi kereta api kalau semarang jangan lupa berkunjung ya,-44,negatif
berkunjung semarang wajib mengunjungi gedung lawang sewu menambah pengetahuan baru sejarah semarang indonesia dimasa lalu tempatnya besih pelayanan baik,8,positif
tempat sangat menarik wisatawan lokal mancanegara pintu yang berjumlah berupa daur pintu sangat unik masih mistik digedung terutama dilantai,-7,negatif
semarang cerita saya dengar lawangsewu seram duka gambaran sirna aku menapakkan kakindi kota semarang mengunjungi lawangsewu yang kesohor yang aku rasakan suatu keagungan arsitektur peninggalan zaman belanda satu ciri khas bangunan yang sangat menakjubkan cahaya matahari tembus mosaik dinding utama main entrance yang penuh warna warni tidak lekang zaman sangat indah zaman now loh tidak lupa saya menelusuri seluk lorong penuh sejarah lawangsewu tentunya memori saya abadikan foto indah bawah so kamu yang liburan semarang tidak sah rasanya kalau kamu tidak visit lawangsewu tiket masuk sangat murah cuma rupiah kamu bisa menikmati keagungan keindahan bagunan dan ornamennya yang sangat tidak terlupakan so tunggu apa buat plan liburanmu semarang pengalaman indah lawangsewu kota semarang jawa tengah indonesia tabik,-18,negatif
tempat bagus nih wajib didatangi pas semarang museum kereta api dengan bangunan khas belanda pintunya besar lebar buanyak,0,negatif
tmptnya sih biasa saja ini jadi landmark nya kota semarang jadi kalau semarang kayaknya kalau belum photo lawang sawu ibarat makan nasi tapi tidak pakai kerupuk hehe,-1,negatif
masjid agung juga sini penasaran sekarang berbeda lebih terang wajib di kunjungi kalau semarang,-9,negatif
semarang kalau ke lawang sewu dahulu terkenal angker sekarang tidak terasa ke angkerannya sama sekali bangunan memiliki pintu jendela yang besar sangat banyak disebut lawang sewu juga tempat penjualan souvenir melukis wajah kartunis saifudin,4,positif
semarang kalau ke lawang sewu dahulu terkenal angker sekarang terasa keangkerannya sama sekali lawang sewu merupakan bangunan tua peninggalan kolonial belanda kondisinya sangat sangat terawat zamannya digunakan kantor kereta api bangunan memiliki pintu jendela besar besar sangat banyak disebut lawang sewu dalam bangunan dapat melihat sejarah kereta api melalui layar televisi memutar film kereta api juga beberapa barang peninggalan jaman dahulu juga tempat penjualan souvenir melukis wajah kartunis bangunan menempati lahan luas halaman juga luas halaman terdapat lokomotif peninggalan jaman dahulu masuk ke tempat dikenakan biaya rp orang,-23,negatif
terkenal kesan angker sekarang lawang sewu sangat terawat bersih tertata rapi sangat menambah pengetahuan perkeretaapian saya anak,9,positif
sering kali melewati jalan gedung lawang sewu hati sekali masuk kedalam gedung tersebut apalah daya terlihat serem,-2,negatif
kalau yang pertama kali lawang sewu sebaiknya menggunakan jasa guide sana di patok harga rp ramai bisa share cost pengunjung,-5,negatif
alhamdulillah bulan penuh berkah kami berkesempatan berkunjung lawang sewu istilah gedung tua bersejarah peninggalan belanda gedung dulunya dijadikan pusat perusahaan kereta api pemerintah belanda kini menjadi salah satu wisata favorit semarang nama lawang sewu berasal bahasa jawa kata lawang berarti pintu sewu berarti seribu jadi istilah lawang sewu berarti bangunan memiliki pintu sebanyak seribu sebenarnya jumlah pintu nya mencapai seribu berdasarkan data ada jumlah pintu nya buah karena memang jumlahnya sangat banyak masyarakat setempat menyebutnya lawang sewu pintu seribu gedung banyak peninggalan belanda masih terpelihara baik terawat destinasi wisata eksotik sekarang jadi jujugan wisatawan baik lokal maupun mancanegara kalau tahu perkembangan perkereta apian gedung bisa dijadikan rujukan sampai ini kereta jaman beland masih ada rugilah rasanya kalau semarang menyempatkan berkunjung gedung lawang sewu,-50,negatif
kesini sore malam mungkin sama teman masih beberapa pengunjung jadi tidak terkesan seram bangunan luar keren banget bangunan bagian tidak kalah keren namanya saja lawang sewu pintu seribu pintunya memang ratusan baik bagian luar maupun bagian dalamnya top,-12,negatif
kesana tujuannya traveling awalnya iseng iseng kesini pasti ramai banget kalau weekend alhasil kesini juga memang ramai banget tapi ramai tidak lama sih karena pada pergi lagi lain tempat tempatnya memang bagus pinter pinter mencari spot spot foto bagus kalau saran mending weekday saja ksninya biar tidak banyak orang,-26,negatif
lawang sewusaya datan kesana malam hari viewnya sangat cantikcocok buat bercerita curhat kisah lama sama teman lama viewnya unikpintu nya yang banyak awmakin membuat bangunan indahlampu pijar kuning membuat kesan luxurious jamannya hidup ditambah ilmu pengetahuan perkereta apian membuka wawasan,-17,negatif
bagus buat pencinta sejarah ingin tahu lebih banyak mengenai bangunan bangunan bersejarah cukup legenda semarang tempatnya terawat ada pemandy akan memandu berkunjung sana,-15,negatif
sangat bagus berkesan bangunan kuno yang penuh sejarah masih terawat baik terletak pusat kota semarang,0,negatif
gedung sebenarnya gedung perseroan terbatas kai kereta api indonesia kemudian dijadikan tempat wisata dalamnya berisi foto foto sejarah kereta api indonesia yang menarik sebenarnya bukan foto foto tersebut gedungnya spooky,0,negatif
saran teman berkunjung lawang sewu bulan oktober sempatkan berkunjung semarang sempatkan mengunjungi lawang sewu jam tiba lawang sewu tiket terjangkau bisa melihat sejarah lawang sewu cukup seru dan tegang istri saya agak takut kami puas sudah dapat berkunjung kesana foto background yang,-37,negatif
ke semarang kalau singgah bangunan bersejarah yang melegenda semarang letaknya tengah kota dekat stasiun kereta api bangunan jaman belanda megah besar parkirnya jauh lokasi jadi jalan kaki lumayan,-26,negatif
menikmati keindahan gedung menyalurkan hobby photography waktu tepat waktu senja dikala matahari terbenam deretan lampu penerangan koridor gedung mulai menyala memasuki pelataran komplek gedung dikenakan biaya rp dewasa rp anak pelajar pengunjung memerlukan lahan parkir kendaraan tidak menganggu kepadatan arus lalulintas menggunakan lokasi parkir dp mall berasa samping kiri gedung sempatkan untuk berfoto bergaya background locomotive depan gedung,-24,negatif
lawang sewu merupakan bekas kantor kereta api jaman penjajahan belanda arsitekturnya khas bangunan belanda kuno cocok spot foto belajar sejarah perkeretaapian indonesia,3,positif
kalau melihat fisiknya memang kokoh padahal bangunan jaman beda deh bila mengetahui sejarah pembangunannya sangat lama kayu jatinya tebal tebal banyak penuh lorong kayaknya merinding bila sendirian,-21,negatif
tempatnya bagus yang suka foto foto bersih cukup banyak turis waktu kesana next semarang kesini mungkin visit malam hari,-14,negatif
kali kedua mendatangi gedung lawang sewu mendatangi tempat tahun lalu waktu kesannya penuh misteri makanya bulan desember lalu kembali mendapatkan tempat modern bersih datang beserta tamu dari malaysia sangat terksesan tempat dengan sejarahnya hanya disayangkan pulang suasana itu sedang hujan deras mobil parkir diluar tidak masuk lokasi kami harus berjalan jauh keadaan hujan basah kuyup ke mobil menjemput kami di luar gedung,-70,negatif
sangat inspiring gedung history nya kelam penuh pembelajaran agak takut kalau sudah maghrib nuansa berubah mistis sih cocok buat suka paranormal activity,-14,negatif
enaknya datang pagi kalau kesini bayar tiketnya rp ribu anak pelajar rp lebih berkesan apabila menggunakan guide tidak memasang tarif seikhlasnya sewajarnya selain bercerita dibantu foto spot hits tempat bersejarah harap dibaca peraturannya dilarang memegang kaca agar kelestariannya lebih terjaga,-27,negatif
sejarah kesan pertama kuno angker penuh misteri tertata baik rapim tour guide kelemahan parkirnya,-14,negatif
gedung jaman belanda masih kokoh sampai sekarang banyak spot foto bagus sekarang dipaki museum kereta api tiket ribu pelajar ribu,-10,negatif
datang pagi belum terlalu ramai kagum kebersihan pemeliharaan gedung sangat bersih tetapi kami melihat serombongan ibu menggelar tikar makan mengobrol lantai bagi siapapun yang hendak berkunjung selalu ikut memelihara lingkungan tersebut,-16,negatif
banyak yang memikirkan kalau lawang sewu angker penuh dengan mistis tidak semuanya benar tempat sering dikunjungi berbagai wisatawan berfoto belajar sejarah karena beberapa dokumen foto masa penjajahan didepan lawang sewu ada lokomotif jaman belanda tempat selalu ramai weekend,-13,negatif
awalnya dikira wisata mistis hehe ternyata wisata sejarah kerata api indonesia bangunannya peninggalan belanda sangat terawat terdapat foto foto kereta jaman dahulu foto jembatan jembatan kereta termasuk kampung garut jalur kerata api tahun tahun baru tahu ternyata jalur kereta yang pertama ada di sebelah timur disebelah barat jalur selatan pulau jawa bukan jalur utara tiketnya murah meriah instagramable juga tempatnya,-49,negatif
lawang sewu merupakan salah satu tempat bersejarah peninggalan belanda kota semarang yang memiliki nilai historis sangat tinggi,2,positif
datang lawang sewu penasaran cerita hantunya yakin tempatnya mengagumkan sekaligus syeremm,-10,negatif
salah satu tempat wajib dikunjungi bila semarang lawang sewu tempat sangat bersejarah merupakan sisa bangunan belanda sekarang menjadi tempat wisata pintu dalamnya dikenal lawang sewu sangat menarik menelusuri ruang lawang sewu ada sejarah kereta api indonesia foto baju pejabat kai bertugas menjabat era lawas yang terbaru foto selasar di ruangan tidak kalah kerennya,-43,negatif
dear travelers kali saya mereview objek wisata lawang sewu semarang berlokasi tempat strategis objek wisata tentu boleh dilewatkan apabila sedang berasa semarang tiket masuk dewasa idr dalam gedung kita mempelajari sejarah perkeretaapian indonesia banyak spot foto menarik pintu pintu berjajar lukisan kaca kereta api bersejarah,-19,negatif
lawang sewu sekarang lebih bersih tidak berkesan spooky dahulu hari sabtu hiburan musik datang sekeluarga besar naik jetbus parkir samping lawang sewu disamping kali tidak tahu parkir disana liar resmi kami bayar ribu bukan dapat tiket parkir bahkan dptnya kwitansi pemda tertibkan dong parkirannya jangan pengunjung permainkan,-27,negatif
rasanya afdol semarang kalau ke tempat lokasinya jantung kota membuat atmosfer gedung tua berpadu modernisasi,-11,negatif
bangunan unik banyak pintu jendela bila mendengarkan penjelasan tour guide lebih mengerti sejarah gedung lawang sewu istimewa,4,positif
awalnya berfikir bangunan angker ternyata pas masuk bangunan luar biasa arsitekturnya megah banget desainnya luar biasa aku dibangun jaman penjajajhan masih kokoh berdiri sekarang kerusakan berarti pas kesan eh pas hujan gede banget tidak tuh tembok rember satau bocor a must visit tourist attraction with in the city,-10,negatif
bangunannya bagus kalau malam menjadi uji nyali sepi sangat terasa sepinya biaya masuk murah lingkungan ramai depannya tugu muda,-18,negatif
paling menantang waktu malam disaat gedung sepi disitulah uji nyali dimulai pernah salah satu ruangan paling atas itu gelap banget kalau sore hari kebanyakan orang lagi pacaran jadi baper ane hahaha jangan lupa kalau mau masuk bayar,-26,negatif
dahulu mau banget tempat bersejarah meskipun banyak orang bilang tempat oenuh suasana horor penuh penghuni tidak kasat mata biaya masuk tergolong cukup mahal sebesar rp orang memasuki bagian depan ruangan tempat sudah mulai terasa aura mistis cuek selama tidak diganggu banyak sekali pintu bangunan tetapi beberapa ruangan dilarang dikunjungi buat suka sejarah memiliki nyali berani dicoba berkunjung sini,-41,negatif
mengunjungi nya siang hari kebetulan grup luar kota yang ramai sana jadi museum kereta api di sana ada musik jalanan kita ikutan nyanyi sekadar request,-10,negatif
gedung lawang sewu berarti gedung pintu terletak kota semarang yang merupakan gedung bekas kantor kai jaman belanda gedung terawat rapi dan bersih lebih bagus bila datang pemandu pemandu lokal yang menjelaskan sejarah dari gedung lawang sewu harga tiket masuk rp ribu belum termasuk sewa pemandu sewa pemandu suka rela,4,positif
bangunan tinggalan zaman belanda masih tetap terawat nuansa klasik mistis masih dipelihara memberikan daya tarik tersendiri para wisatawan sangat disarankan memakai jasa tour guide mendampingi berkeliling menjelaskan juga pandai mengambil gambar,8,positif
lawang sewu bagus sekali sekarang buat tempat wisata tidak terkesan horror bagus buat wisata bersejarah,-10,negatif
gedung sangat menarik ibukota jawa tengah mengundang pelancong memasuki nya cukup ramai apabila berkunjung hari libur kalian penggemar kisah mistis mencoba datang malam hari,-17,negatif
tidak heran lawang sewu tetap peringkat atas daftar tempat dikunjungi semarang here s why tiketnya murah meriah ribu dewasa ribu untuk anak tempatnya bersih terawat bangunannya luas banyak spot foto bangunannya beragam banyak benda benda historis dipajang jadi sekalian mengajarkan sebagian sejarah anak anak semacam drink corner menjual milkshake milk tea jus teh yang harganya terjangkau sangat membantu melepas dahaga tempatnya dekat pusat kota sangat mudah dijangkau taksi konvensional maupun daring berkunjung hari sabtu ternyata suguhan musik orkes sana bikin suasana jadulnya dapat banget lawang sewu bentuknya bangunan kantor bersejarah udara banyak masuk jadi harus siap berkeringat berkunjung di pagi bahkan sore hari sangat disarankan definitely worth trying akan lagi,-45,negatif
semakin bagus tampak lebih terawat bersih membantu adanya guide menceritakan detail setiap ruangan lawang sewu,6,positif
gedung tua wajib dikunjungi semarang tempatnya bernilai sejarah bangunannya megah cocok berselfie,-18,negatif
gedung memang keren banget kalau malam memang sedikit horor aku saranin kesini pagi siang saja haha,-9,negatif
bangunan peninggalan sejarah masih pertahankan dilestarikan letaknya strates depan bundaran simpang lima tempat asyik menikmati arsitektur kolonial belanda tersisa,-9,negatif
lawang seribu sewu pintu tempatnya sangat bagus detail sangat menarik karena dibangun belanda sebagai kantor kereta api kemudian jepang direbut sangat indah sekaligus menyeramkan yang ceritanya dilihat internet,-16,negatif
siapa sih tidak tahu lawang sewu kalau bahas sejarah tempat lebih dikenal tempat mistik sejak masuk acara tv uji nyali banyak orang kesini penasaran tiket masuk ribu per orang tidak banyak bisa dilakukan disini selfie tempat lebih cocok object photography,-24,negatif
rasanya semua sudah kenal lawang sewu buat tempat istimewa menawarkan spot poto cantiknya luar biasa dengan halaman sangat luas bikin bisa berleha leha lama lawang sewu saran pergunakan guide lokal ada lawang sewu sangat informatif sekalian jalan jalan bisa menambah wawasan,-28,negatif
gedung sekarang berfungsi museum perkeretaapian indonesia isinya menyajikan perjalanan sejarah kereta api yang terkenal bukan sejarahnya cerita gedung yang konon berhantu parkir sangat menjadi masalah parkir mall sebelah lawang sewu ditarik rupiah preman parkir semarang memang dikuasai para preman salut,-19,negatif
banyak orang menganggap lawang sewu terkesan horor salah hanya kelakuan orang yang kurg kerjaan pertama ke lawang sewu saya kagum atas bangunan ini dan dijaga sekarang abdi yang setia,-28,negatif
tempat wisata unik sekali mempunyai banyak pintu gedung nya tua merupakan peninggalan jaman belanda gedung sekarang milik perseroan terbatas kai didalam gedung ada semacam perpustakaan gedung lawang sewu diresmikan dipakai juli ckcck sudah tua gedungnya,-11,negatif
jalan jalan melihat tempat bersejarah mengingatkan pendahulu sudah membuat karya seni bangunan sangat artistik indah lawang sewu merupakan bangunan berdiri kokoh sekarang keindahan arsitektur bangunan gaya eropa berdiri megah di tengah kota semarang bangunan bersejarah peninggalan belanda merupakan saksi sejarah perjuangan bangsa indonesia bangunan sangat terawat terjaga terima kasih pemda semarang terima kasih pemerintah republik indonesia bangunan bersejarah terawat baik kita sebagai generasi muda masih bisa melihat bangunan bersejarah lawang sewu,6,positif
kalian doyan poto tmpt ini cocok banget lahud tidak perlu banyak di ceritain sudah jelas chantik an tmpt nilebih di tingkat akan fasilitas umum kebersihan tambah nyaman tmpat initrimakasih semarangsee you next trip,4,positif
kebetulan suka mistis bawa istri anak hanya mampir sebentar lawang sewu adalah kantor kereta api jaman disebut lawang sewu karena memiliki pintu lawang banyak,-29,negatif
lawang sewu tempat benar benar dikunjungi saat berasa semarang tempat mempesona struktur bangunannya unik sejarahnya begitu menarik meskipun waktu dibutuhkan berkunjung satu jam begitu puas kunjungan kesini sarankan menyewa pemandu semua informasi kita dapatkan kita merasa begitu puas mengunjungi tempat pemandu menjelaskan bangunan dibuat memiliki banyak pintu dijelaskan struktur bangunannya penggunaan penggunaan lawang sewu sendiri saat berkunjung saya tidak merasakan hal magis dahulu pernah orang perbincangkan lawang sewu bertransformasi menjadi ikon kota semarang begitu unik,-83,negatif
mengunjungi tempat malam malam bersama rombongan teman kurang lebih orang lumayan menguji nyali dipungkiri aroma mistis berbalut kemegahan bangunan tersebut masanya uji nyali tempat tersebut cocok dikunjungi wisata sejarah masa lampau mengagumi melestarikan warisan heritae masa lampau,-12,negatif
lawang sewu semarang merupakan peninggalan zaman belanda bangunannya kokoh terawat baik terbuka kunjungan umum ada penjelasan guide bilamana perlu sering digunakan lokasi pameran sebelumnya dimasa lalu dipergunakan aktivitas pemerintah belanda termasuk penjara bawah tanah kenangan masa lalu seribu peristiwa lekat erat lawang sewu,15,positif
tempat bersejarah jauh dari simpang lima asyik buat selfie pilih gedung kereta taman dari luar gedung bagus semua tempatnya bersih ramai pengunjung karena banyak orang terasa seram yang banyak diceritakan orang terasa seperti gedung tua bersejarah terawat yang dipenuhi dengan pintu besar jendela,-33,negatif
seru sekali berkunjung tempat karena bisa melihat sejarah perkeretaapian indonesia itu jumlah pintu banyak menjadi keunikan sendiri sekaligus kesempatan berfoto satu kekurangan nya tempat parkir agak kurang nyaman terutama datang luar kota menggunakan kendaraan pribadi tempat parkir dikuasai tukang parkir ilegal tarif yang digunakan mahal harus dibayar awal,-48,negatif
ketempat saya banyak mendengar cerita seramst time kesini sudah kesorean jam an memang hawa nya beda buat bisa merasakan ditemani tour guide keliling semua gedung lantai bawah atas sempat melihat pintu masuk ruang bawah tanah tercium bau enak kata tour guide nya bisa masuk air sedang tinggi dalamnya buat foto jendela pintu nya bagus,-40,negatif
lawang sewu terkenal keangkerannya sekarang sudah banyak lampu banyak orang nongkrong disekitarnya jadi sudah tidak terkesan angker sih,2,positif
salah satu spot kota semarang harus dikunjungi menyimpan banyak sejarah semarang perjuangan dijaman penjajahan,-14,negatif
gratis shuttle pelayanan pemkot tempat wisata salah satunya lawang sewu disewakan cukup cantik buka hari harga tiket masuk rp cp,-10,negatif
tempat memiliki banyak pintu memang namanya lawang sewu yang artinya pintu seribu didalam nya terdapat banyak ulasan sejarah perkeretaapian sangat menarik wajib dikunjungi kalau semarang,-7,negatif
tempat bersejarah kebanyakan orang tertarik dunia mistisnya ketimbang sejarahnya dimohon tempat parkir kalau ada atapnya biar tidak kepanasan,-2,negatif
berkunjung sendiri dimalam hari lumayan serem asyiknya ramai jangan lupa minta ditemani sama pemandu karenan sesuai namanya lawang sewu disana banyak pintu terkadang membuat bingung,-17,negatif
tempat wajib dikunjungi semua usia walaupun terlihat seram banyak spot bagus foto belajar sejarah its a bagus things,-3,negatif
uang masuk area sangat lah murah untuk guide dikenakan biaya murah lupa nya berapa cukup lama datang kesana sayang terakhir kali kesana diperkenankan memasuki area bawah tanah terkenal tempat tahanan penyiksaan jaman area bawah tanah tersebut sudah ditutup permanen,-35,negatif
salah satu wisata sejarah menjadi icon kota semarang gedungnya khas terawat baik sangat menarik dikunjungi ada kesempatan berwisata sejarah bersama keluarga,4,positif
mengunjungi lawang sewu enaknya memang malam lebih terasa suasana mistisnya lokasinya enak buat foto lokasinya luas jadi enak buat jalan bareng keluarga,16,positif
bangunan antik cantik kota lumpia selalu menarik dikunjungi penikmat sejarah budaya banyak aneka kuliner sekitar nya,-12,negatif
lawang sewu kayaknya lebih enak ditemenin tour guide deh jalan sendiri sejarahnya tidak dapat kalau jalan sendiri sarankan kalau lawang sewu mending sore menuju malam saja biar lebih kerasa suasana mistiknya hehehesetiap ruangan gedung rasanya tuh aura bagaimana begitu ini cuma perasaan saya saja kali heheheoia tiket masuk sini per orang ya paling asyik area luar yang pohon besar ditengahnya disitu biasanya ada sekelompok penyanyi yang akan live music jadi lebih santai nikmatin sore lawang sewu,-14,negatif
lawang sewu salah satu gedung iconic kota semarang pertama kali sini dengan keluarga jadi menggunakan jasa pemandu mengetahui sejarah bangunan lawang sewu sendiri jangan lupa bawa kamera banyak spot foto bagus,-22,negatif
salah satu tempat wisata yang wajib kunjungi berlibur semarang lawang sewu salah satu yang menjadi icon nya semarang kalau tidak kesini berasa ke semarang,-14,negatif
lokasinya jauh hotel tempat saya menginap pakai ojek daring biayanya cuma ribu tiket masuknya terjangkau direkomendasikan berkeliling menyewa guide benar benar worth it biaya ribu puas sekali dijelaskan sejarah semua ruangan lawang sewu lengkap pertama masuk diajak melihat sumur letaknya dekat loket tiket masuk sumur sumber mata air untuk seluruh area gedung dijadikan pendingin ruangan alami menarik sekali mendengar melihat semua koleksi ada disini menambah pengetahun sejarah mengenai perkereta apian indonesia khususnya semarang takjud bangunan tua masih kokoh cantik walaupun terkenal mistis semua sudut gedung benar benar instagramable lorong lorongnya dalam maupun diluar tetap bagus untuk berfoto guidenya cekatan untuk mengarahkan gaya untuk berfoto hehe sudah terlatih untuk mengambil angle bagus tentunya paling favorit saya lorong lorongnya dahulu dijadikan ruangan administrasi perkantoran benar benar takjub melihat sampai ke ujung ruangan gerbong kereta ruangan dansa tempat makan luas sekali penasaran ruang bawah tanahnya waktu tidak diperbolehkan untuk masuk,-81,negatif
weekend kemarin menghabiskan liburan semarang tidak lupa mengunjungi gedung lawang sewu legendaris tiket masuknya murah dewasa pelajar anak tempatnya terlalu menyeramkan cerita orang mungkin kita datang pagi hari pokoknya seru deh berkunjung lawang sewu selfiable and instagramable,-39,negatif
sebuah bangunan masih berdiri kokoh menyimpan sejuta cerita dalamnya kokohnya bangunan menjadi saksi atas apa pernah memberi cerita mata hati penuh tanda tanya terima kasih semarang kota indah ramah,-26,negatif
bersejarah luas bagus sekarang lebih tertata pas foto selfie petugas yang menjaga lebih ramah terkadang pelayanannya tidak ramah nb ada sudut kumuhnya terutama bekas mmt kayu berserakan,9,positif
waktu datang bersama teman teman malam hari tidak sebanyak pengunjung datang dipagi sore hari suasananya cukup menegangkan lampu kuningnya ditambah mitos sering dengar menyusuri lorong yang panjang mengelilingi seluruh bagian gedung lawang sewu cukup melelahkan jadi jangan lupa siapkan minuman rumah karena penjual minumanya dibagian pintu keluar,-43,negatif
berkunjung menjelang sore hingga malam hari nuansa awal terasa biasa bangunan bersejarah dengan arsitektur jaman kolonial yang terpelihara tiket masuk murah ribu sepuasnya pintu lawas gedung berdiri sangat kokoh meskipun itu banyak pengunjung tapi nuansa sepi terasa banget ditunjang dengan banyaknya ruangan besar kosong tidak terlalu menyeramkan sudah banyak direnovasi dihiasi lampu sangat banyak nuansanya bagus ber foto ria sedikit terasa seram menjelang azan maghrib tiba ruangan yang kosong terasa lembab itu arah menuju penjara bawah tanah dikunci bila berkunjung jalan menuju penjara bawah tanah wajib menggunakan jasa pemandu jangan pernah mencoba jalan sendirian turun,-81,negatif
agak sedikit kecewa mengunjungi salah satu tempat ikonik yaitu kunjungan wisata bawah tanahnya ditutup semoga cepat dibuka aggar lebih menikmati wisata gedung lawang sewu,-23,negatif
bangunan bersejarah membuat takjub bangunannya kokoh halaman luas kamar mandinyapun bersih ditengah lapangan alunan musik keroncong live capek sehabis keliling lawang sewu beristirahat dibawah pohon rindang menikmati alunan musik keroncong tempat dekat kantor balaikota semarang letaknya pas ujung perempatan bayar masuk dewasa buka jam libur lebaran hari biasa buka jam,-2,negatif
buat mau uji nyali datang malam hari kalau penakut datang siang hari gedungnya saya lebih cantik malam dikunjungi efek lampu,-16,negatif
lawang sewu merupakan tempat wisata berasa kota semarang akses transportasi umum sangat mudah waktu saya naik bus solo lalu turun ada swalayan dilanjutkan naik bus kecil jurusan kota tiket masuk terjangkau tempatnya instagramable,-7,negatif
lawang sewu tempat yang asyik mangambil gambar juga wisata mistis yang di dalamnya underground,1,positif
lokasi gedung bersejarah bagus digunakan fotografi samping sering dikunjungi dijadikan tempat syuting film rata rata film bertema mistis,-19,negatif
gedung berulang kali beralih fungsi berdekatan tugu muda membayar tiket masuk rp sudah dapat menikmati suasana gedung terdapat banyak spot mengabadikan gambar bersama teman anda cocok kalian tertarik sejarah,-22,negatif
kelahiran semarang tapi pernah gedung lawang sewu kemarin pas ke semarang sempatkan mengunjungi gedung bagus tempatnya berfoto ria sejarahnya luar biasa tidak rugi masuk kedalam gedung lawang sewu,-14,negatif
semarang lengkap kalau tidak lawang sewu kalau pernah bangunanya bagus banget megah kokoh menarik terawat wisata edukasi juga melihat perkembangan kreta api dahulu sekarang sanagat menarik ingin ruang bawah tanahnya sedang ditutup dipugar,-6,negatif
jujur nyaman kunjung lawang sewu awal ceritapada malam tanggal juli jam pergi taman depan lawang sewu berfoto karena view lawang sewu nya terlihat jelas suami memilih berfoto tempat duduk luar taman pas menghadap kedepan lawang sewudisela sela berfoto sengaja melihat sesosok bayangan hitam mengintip jendela lantai pas lihat bayangan langsung pergi pas cerita suami suami berusaha menenangkan supaya berfikiran positifkeesokan hari nya pulang kami berkunjung lawang sewu entah masuk perasaan tidak enak nyaman tidak enak berusaha biasa ternyata akhirnya berkeliling betapa terkejutnya mengetahui ternyata lantai ditutup langsung berfikir lalu siapa ngintip jendela tadi malam saat digedung penjara bawah tanahnya sempat melihat melihat penjara bawah tanah pintu depannya entah kuat untuk melihatnya langsung memalingkan wajah pada saat perasaan semakin nyaman akhirnya keluar lawang sewu saat keluar ada didepan lawang sewu maaf autis melihat kaleng tinggi cuma diameter cuma tempat uang orang orang yang iba jujur iba tapi kaget melihat kaleng tampat uang penuh uang an saya lihat saya keluar sana pukul saya berfikir keuntungan sih pengemis dengan kaleng penuh pengunjungn lebih orang perharinya bisa dibayangkan x orang memberikan x hari bulan hanya orang padahal pengunjungnya lebih dari itu dan saya lihat kaleng t di itu penuh dan ada yang memberikan saya tidak bisa bayangan pendapatan orang dalam bulanhanya mengingatkan bisa saling memberi tapi lebih baik dilembaga yang teperca,-194,negatif
lagi semarang rugi kalau ngg mampir wisata icon kota semarang epic banget buat selfie wefie bareng teman atau buat prewedd kalau siang hari panas sekali,-11,negatif
bangunan memiliki nilai sejarah luar biasa merupakan tempat wisata semarang wajib kunjungi,-15,negatif
kalian suka berfoto foto horor terkesan aneh juga foto berbangunan lawas berkunjung sini lawang sewu sangat tepat orang yang suka hobi berfoto foto selfie foto bersama,-21,negatif
lawang sewu merupakan museum dikelola perseroan terbatas kereta api indonesia perseroan terbatas kai dimana isinya mengenai sejarah perkeretaapian indonesia lokasinya cukup luas sangat dirawat kebersihannya kondisi bangunan ditambah pepohonan halaman dapat memberikan rasa sejuk pengunjung dominasi keluarga ingin memberikan tambahan wawasan anaknya,-19,negatif
menurutku adalah tempat recomanded dikunjungi semarang lokasi mudah ditemukan berasa tengah kota tempat bagus buat sekadar berfoto foto menikamati bekas peninggalan penjajahan belanda masih terawat baik semarang,3,positif
tempat wisata identik semarang tempatnya bersih terawat bangunannya kokoh disini bisa melihat peninggalan jaman belanda suasanya mistis sih siang hari dari semuanya wisata penuh manfaat,-2,negatif
wisata gedung lawang sewu lebih baik dilakukan dimalam hari lebih menantang suasana temaram menyeramkan jadi denyut wisata bukti sejarah jaman penjajahan jepang banyak rakyat tewas baru diketemukan bawah gedung tersebut indonesia merdeka berfoto lawing sewu waktu malam jadi momen indah kalau masuk bawah tanahnya banyak rakyat tewas didalamnya menakjubkan banyak berseliweran makluk astral suara lolongan tangisan kamera sempat mati total disana,-40,negatif
tempat bagus berwisata membayangkan kejayaan masa lalu banyak spot foto unik bisa dimanfaatkan,-3,negatif
gedung peninggalan belanda kokoh masih terpelihara barang peninggalan dalam masih dikoleksi terdapat monumen kereta disini malam hari cukup bagus banyak lampu feeling menegangkan,-7,negatif
dekat hotel jadi sekalian saja kesini petugas loketnya cuman enaknya sih malam kesini bagus lampunya agak giman begitu serem xixiixix bagus sih anakku suka pintunya memang banyak,-18,negatif
destinasi wisata sejarah tengah kota semarang cukup bagus difungsikan museum kereta api ingin mengenal perkeretaapian kesini dahulu ke museum kereta api ambarawa,-18,negatif
bangunan bagus masih terawat tiket masuk murah belajar banyak sejarah disana berkunjung malam hari terlihat semakin cantik bangunannya tersedia guide untuk menjelaskan sejarah tiap sudut bangunan dengan tarif yang ditentukan,7,positif
salah satu tempat wisata sering dikunjungi wisatawan lokasi strategis saja ada tempat parkir itu jual tiket orang padahal sangat panjang antriannya,-31,negatif
