Ulasan,Sentiment Score,Sentiment
lawang sewu semarang rupa tinggal zaman belanda bangun kokoh awat baik buka kunjung umum ada jelas guide bilamana perlu sering guna lokasi pamer belum masa lalu guna aktivitas perintah belanda masuk penjara bawah tanah kenang masa lalu ribu peristiwa lekat erat lawang sewu,15,positif
tempat sejarah jauh dari simpang lima asyik buat selfie pilih gedung kereta taman dari luar gedung bagus semua tempat bersih ramai unjung karena banyak orang asa seram yang banyak cerita orang asa seperti gedung tua sejarah awat yang penuh dengan pintu besar jendela,-33,negatif
seru sekali kunjung tempat karena bisa lihat sejarah perkeretaapian indonesia itu jumlah pintu banyak jadi uni sendiri sekaligus sempat foto satu kurang nya tempat parkir agak kurang nyaman utama datang luar kota guna kendara pribadi tempat parkir asai tukang parkir ilegal tarif yang guna mahal harus bayar awal,-48,negatif
tempat saya banyak dengar cerita seramst time kesini sudah sore jam an memang hawa nya beda buat bisa rasa tani tour guide keliling semua gedung lantai bawah atas sempat lihat pintu masuk ruang bawah tanah cium bau enak kata tour guide nya bisa masuk air sedang tinggi dalam buat foto jendela pintu nya bagus,-40,negatif
lawang sewu kenal angker sekarang sudah banyak lampu banyak orang nongkrong sekitar jadi sudah tidak kes angker sih,2,positif
salah satu spot kota semarang harus kunjung simpan banyak sejarah semarang juang jam jajah,-14,negatif
gratis shuttle layan pemkot tempat wisata salah satu lawang sewu sewa cukup cantik buka hari harga tiket masuk rp cp,-10,negatif
tempat milik banyak pintu memang nama lawang sewu yang arti pintu ribu dalam nya dapat banyak ulas sejarah perkeretaapian sangat tarik wajib kunjung kalau semarang,-7,negatif
tempat sejarah banyak orang tarik dunia mistis ketimbang sejarah mohon tempat parkir kalau ada atap biar tidak panas,-2,negatif
kunjung sendiri malam hari lumayan rem asyik ramai jangan lupa minta tani sama pandu karenan sesuai nama lawang sewu sana banyak pintu terkadang buat bingung,-17,negatif
tempat wajib kunjung semua usia walaupun lihat seram banyak spot bagus foto ajar sejarah its a bagus things,-3,negatif
uang masuk area sangat lah murah untuk guide kena biaya murah lupa nya berapa cukup lama datang kesana sayang akhir kali kesana kenan pasuk area bawah tanah kenal tempat tahan siksa jaman area bawah tanah sebut sudah tutup permanen,-35,negatif
salah satu wisata sejarah jadi icon kota semarang gedung khas awat baik sangat tarik kunjung ada sempat wisata sejarah sama keluarga,4,positif
unjung lawang sewu enak memang malam lebih asa suasana mistis lokasi enak buat foto lokasi luas jadi enak buat jalan bareng keluarga,16,positif
bangun antik cantik kota lumpia selalu tarik kunjung nikmat sejarah budaya banyak aneka kuliner sekitar nya,-12,negatif
lawang sewu kayak lebih enak ditemenin tour guide deh jalan sendiri sejarah tidak dapat kalau jalan sendiri saran kalau lawang sewu mending sore tuju malam saja biar lebih rasa suasana mistik hehehesetiap ruang gedung rasa tuh aura bagaimana begitu ini cuma asa saya saja kali heheheoia tiket masuk sini per orang ya paling asyik area luar yang pohon besar tengah situ biasa ada kelompok nyanyi yang akan live music jadi lebih santai nikmatin sore lawang sewu,-14,negatif
lawang sewu salah satu gedung iconic kota semarang pertama kali sini dengan keluarga jadi guna jasa pandu tahu sejarah bangun lawang sewu sendiri jangan lupa bawa kamera banyak spot foto bagus,-22,negatif
salah satu tempat wisata yang wajib kunjung libur semarang lawang sewu salah satu yang jadi icon nya semarang kalau tidak kesini asa ke semarang,-14,negatif
lokasi jauh hotel tempat saya inap pakai ojek daring biaya cuma ribu tiket masuk jangkau rekomendasi keliling sewa guide benar benar worth it biaya ribu puas sekali jelas sejarah semua ruang lawang sewu lengkap pertama masuk ajak lihat sumur letak dekat loket tiket masuk sumur sumber mata air untuk seluruh area gedung jadi dingin ruang alami tarik sekali dengar lihat semua koleksi ada sini tambah tahun sejarah kena kereta api indonesia khusus semarang takjud bangun tua masih kokoh cantik walaupun kenal mistis semua sudut gedung benar benar instagramable lorong lorong dalam maupun luar tetap bagus untuk foto guidenya cekat untuk arah gaya untuk foto hehe sudah latih untuk ambil angle bagus tentu paling favorit saya lorong lorong dahulu jadi ruang administrasi kantor benar benar takjub lihat sampai ke ujung ruang gerbong kereta ruang dansa tempat makan luas sekali penasaran ruang bawah tanah waktu tidak boleh untuk masuk,-81,negatif
weekend kemarin habis libur semarang tidak lupa unjung gedung lawang sewu legendaris tiket masuk murah dewasa ajar anak tempat terlalu seram cerita orang mungkin kita datang pagi hari pokok seru deh kunjung lawang sewu selfiable and instagramable,-39,negatif
buah bangun masih diri kokoh simpan juta cerita dalam kokoh bangun jadi saksi atas apa pernah beri cerita mata hati penuh tanda tanya terima kasih semarang kota indah ramah,-26,negatif
sejarah luas bagus sekarang lebih tata pas foto selfie tugas yang jaga lebih ramah terkadang layan tidak ramah nb ada sudut kumuh utama bekas mmt kayu sera,9,positif
waktu datang sama teman teman malam hari tidak banyak unjung datang pagi sore hari suasana cukup tegang lampu kuning tambah mitos sering dengar susur lorong yang panjang keliling seluruh bagi gedung lawang sewu cukup lelah jadi jangan lupa siap minum rumah karena jual minumanya bagi pintu keluar,-43,negatif
kunjung jelang sore hingga malam hari nuansa awal asa biasa bangun sejarah dengan arsitektur jaman kolonial yang pelihara tiket masuk murah ribu puas pintu lawas gedung diri sangat kokoh meski itu banyak unjung tapi nuansa sepi asa banget tunjang dengan banyak ruang besar kosong tidak terlalu seram sudah banyak renovasi hias lampu sangat banyak nuansa bagus ber foto ria sedikit asa seram jelang azan maghrib tiba ruang yang kosong asa lembab itu arah tuju penjara bawah tanah kunci bila kunjung jalan tuju penjara bawah tanah wajib guna jasa pandu jangan pernah coba jalan sendiri turun,-81,negatif
agak sedikit kecewa unjung salah satu tempat ikonik yaitu kunjung wisata bawah tanah tutup moga cepat buka aggar lebih nikmat wisata gedung lawang sewu,-23,negatif
bangun sejarah buat takjub bangun kokoh halaman luas kamar mandi bersih tengah lapang alun musik keroncong live capek habis keliling lawang sewu istirahat bawah pohon rindang nikmat alun musik keroncong tempat dekat kantor balaikota semarang letak pas ujung empat bayar masuk dewasa buka jam libur lebaran hari biasa buka jam,-2,negatif
buat mau uji nyali datang malam hari kalau takut datang siang hari gedung saya lebih cantik malam kunjung efek lampu,-16,negatif
lawang sewu rupa tempat wisata asa kota semarang akses transportasi umum sangat mudah waktu saya naik bus solo lalu turun ada swalayan lanjut naik bus kecil jurus kota tiket masuk jangkau tempat instagramable,-7,negatif
lawang sewu tempat yang asyik mangambil gambar juga wisata mistis yang di dalam underground,1,positif
lokasi gedung sejarah bagus guna fotografi samping sering kunjung jadi tempat syuting film rata rata film tema mistis,-19,negatif
gedung ulang kali alih fungsi dekat tugu muda bayar tiket masuk rp sudah dapat nikmat suasana gedung dapat banyak spot abadi gambar sama teman anda cocok kalian tarik sejarah,-22,negatif
lahir semarang tapi pernah gedung lawang sewu kemarin pas ke semarang sempat unjung gedung bagus tempat foto ria sejarah luar biasa tidak rugi masuk dalam gedung lawang sewu,-14,negatif
semarang lengkap kalau tidak lawang sewu kalau pernah bangunanya bagus banget megah kokoh tarik awat wisata edukasi juga lihat kembang kreta api dahulu sekarang sanagat tarik ingin ruang bawah tanah sedang tutup pugar,-6,negatif
jujur nyaman kunjung lawang sewu awal ceritapada malam tanggal juli jam pergi taman depan lawang sewu foto karena view lawang sewu nya lihat jelas suami pilih foto tempat duduk luar taman pas hadap depan lawang sewudisela sela foto sengaja lihat sosok bayang hitam intip jendela lantai pas lihat bayang langsung pergi pas cerita suami suami usaha tenang supaya berfikiran positifkeesokan hari nya pulang kami kunjung lawang sewu entah masuk asa tidak enak nyaman tidak enak usaha biasa nyata akhir keliling betapa kejut tahu nyata lantai tutup langsung berfikir lalu siapa ngintip jendela tadi malam saat gedung penjara bawah tanah sempat lihat lihat penjara bawah tanah pintu depan entah kuat untuk lihat langsung maling wajah pada saat asa makin nyaman akhir keluar lawang sewu saat keluar ada depan lawang sewu maaf autis lihat kaleng tinggi cuma diameter cuma tempat uang orang orang yang iba jujur iba tapi kaget lihat kaleng tampat uang penuh uang an saya lihat saya keluar sana pukul saya berfikir untung sih emis dengan kaleng penuh pengunjungn lebih orang hari bisa bayang x orang beri x hari bulan hanya orang padahal unjung lebih dari itu dan saya lihat kaleng t di itu penuh dan ada yang beri saya tidak bisa bayang dapat orang dalam bulanhanya ingat bisa saling beri tapi lebih baik lembaga yang perca,-194,negatif
lagi semarang rugi kalau ngg mampir wisata icon kota semarang epic banget buat selfie wefie bareng teman atau buat prewedd kalau siang hari panas sekali,-11,negatif
bangun milik nilai sejarah luar biasa rupa tempat wisata semarang wajib kunjung,-15,negatif
kalian suka foto foto horor kes aneh juga foto bangun lawas kunjung sini lawang sewu sangat tepat orang yang suka hobi foto foto selfie foto sama,-21,negatif
lawang sewu rupa museum kelola persero batas kereta api indonesia persero batas kai mana isi kena sejarah perkeretaapian indonesia lokasi cukup luas sangat rawat bersih kondisi bangun tambah pohon halaman dapat beri rasa sejuk unjung dominasi keluarga ingin beri tambah wawas anak,-19,negatif
turut adalah tempat recomanded kunjung semarang lokasi mudah temu asa tengah kota tempat bagus buat sekadar foto foto menikamati bekas tinggal jajah belanda masih awat baik semarang,3,positif
tempat wisata identik semarang tempat bersih awat bangun kokoh sini bisa lihat tinggal jaman belanda suasa mistis sih siang hari dari semua wisata penuh manfaat,-2,negatif
wisata gedung lawang sewu lebih baik laku malam hari lebih tantang suasana temaram seram jadi denyut wisata bukti sejarah jaman jajah jepang banyak rakyat tewas baru ketemu bawah gedung sebut indonesia merdeka foto lawing sewu waktu malam jadi momen indah kalau masuk bawah tanah banyak rakyat tewas dalam takjub banyak seliwer makluk astral suara lolong tangis kamera sempat mati total sana,-40,negatif
tempat bagus wisata bayang jaya masa lalu banyak spot foto unik bisa manfaat,-3,negatif
gedung tinggal belanda kokoh masih pelihara barang tinggal dalam masih koleksi dapat monumen kereta sini malam hari cukup bagus banyak lampu feeling tegang,-7,negatif
dekat hotel jadi sekali saja kesini tugas loket cuman enak sih malam kesini bagus lampu agak gim begitu rem xixiixix bagus sih anak suka pintu memang banyak,-18,negatif
destinasi wisata sejarah tengah kota semarang cukup bagus fungsi museum kereta api ingin kenal perkeretaapian kesini dahulu ke museum kereta api ambarawa,-18,negatif
bangun bagus masih awat tiket masuk murah ajar banyak sejarah sana kunjung malam hari lihat makin cantik bangun sedia guide untuk jelas sejarah tiap sudut bangun dengan tarif yang tentu,7,positif
salah satu tempat wisata sering kunjung wisatawan lokasi strategis saja ada tempat parkir itu jual tiket orang padahal sangat panjang antri,-31,negatif
lokasi dekat tugu muda paragon sangat ramai kalau weekend tempat jual tiket kurang banyak masuk beli tiket sangat antre,-19,negatif
bangun ikonik kota atlas jadi destinasi wajib kunjung semarang letak asa jantung kota buat mudah jangkau bangun khas tinggal kolonial jadi daya tarik sendiri jadi khas deret pintu pintu jumlah ratus mungkin ribu,-5,negatif
tempat sesuai cerita bangun belanda sangat tua informasi bangun tahun pusat kantor usaha kereta api belanda bangun juga jadi saksi tempur besar lawan juang indonesia lawan belanda banyak yang tinggal kubur depan bangun museum informasi pindah tua bangun sejarah buat hotel makin lengkap juluk hotel tua seram banyak kisah yang cerita jaga bangun sangat artistik bahan dinding buat bata khusus impor belanda jumlah pintu yang sangat banyak juluk lawang sewu pandu pandu foto tempat pas verita tarik sang pandu selalu cerita cerita kaum astral semua tempat foto kami selesai foto jangan lupa uji nyali unjung basement seru keri sedap,-42,negatif
pasuk gedung hampir umur tahun aura magis sangat asa maklum gedung sudah jadi urban legend semarang sekitar cara fisik gedung tampak gagah dalam bersih awat arsitektur khas nis upa bangun gaya indisch lazim jumpa semarang utara itu sayang sekali beberapa bagi gedung tidak masuk sedang pugar ruang bawah tanah lantai kabar jadi ruang kantor persero batas kai daop semarang tidak kurang sisi artifisial indah bangun lawas,-13,negatif
gedung lawang sewu meski sebut lawang sewu ribu pintu jumlah pintu capai ribu karena banyak pintu jadi sebut lawang sewu tinggal kolonial belanda masih jaga baik,-8,negatif
image seram tidak lihat siang hari arsitektur eropa sangat bagus harus pelihara obyek wisata bagus untuk kota semarang senang ujung tempat pada libur tahun,-21,negatif
bangun lama awat banyak sekali pintu wajar kasih nama lawang sewu ribu pintu cerita mistis bangun,-2,negatif
semarang biasa orang orang bilang lawang sewu mesti malam hari lihat sensasi bangun lawang sewu kokoh bila malam lampu lampu buat obyek foto untuk orang tentu sensitif orang takut mending pegi pagi sore saja untuk tiket masuk beli pintu masuk untuk parkir repot letak jauh untuk pintu keluar sekarang dari ujung jauh pintu masuk beberapa tahun lalu kesini pintu masuk keluar sama,-27,negatif
salah satu tempat wajib kunjung bila kunjung bandung dekat obyek wisata antara dago pasteur jalan riau,-24,negatif
gedung sejarah di rawat baik sangat bersih tata baik tiket masuk dapat saksi sejarah perkeretaapian proses renovasi gedung lawang sewu fasilitas sini sangat lengkap masuk ruang ibu susu,-9,negatif
kurang lahan parkir susah cari tempat parkir harga tiket masuk tidak mahal juga pilih tour guide lokal erti seluk beluk lawang sewu kesan pertama seram telah masuk nyata sangat kagum milik banyak misteri nilai sejarah harga jadi salah satu destinasi rekomendasi tamu luar kota ingin datang semarang,-35,negatif
lawang sewu tempat wisata sejarah kenang jasa jasa pahlawan tempat anda rekreasi keluarga tempat banyak tempat lapang anak main juga wisata dunia tempat,-2,negatif
suasana tempo belanda kental aura mistis coba hilang masih asa sangat cocok wisata fotografi jadi debat dosen sejarah dan guide sedikit sejarah gedung lawang sewu dan tetap percaya cerita dosen,-20,negatif
salah satu gedung sejarah kota semarang gedung milik banyak jendela khas gedung tua eropa lokasi selalu ramai kunjung masyarakat lokal bagai usia apabila kunjung alangkah baik bawa kendara parkir sangat batas,-11,negatif
minggu lalu jalan jalan kota semarang tepat lawang sewe wah hebat orang belanda buat bangun pintu informasi guidenya bawa keliling bangun megah kokok lantai bawah hingga atas yang semua befungsi drainase yang sangat pikir lt atas yang jelas bangun sejarah yang luar biasa patut liat rupa cagar budaya anak anak kami samgat suka,-27,negatif
jaga lestari tinggal belanda yang penuh arti masing masing gedung punya fungsi sayang tidak ke lantai basement karena sedang pugar,-2,negatif
gedung tinggal belanda milik persero batas kereta api indonesia gedung ini sangat besar luas ruang banyak kosong museum dalam area gedung lawang sewu,6,positif
kemari november hadir acara ikat arsitek indonesia lawangsewu rupa gedung sejarah nilai arsitektur tinggi lawangsewu arti jendela gedung memang banyak sekali jendela konon kata gedung sangat angker huni hantu utama bagi basement nya,-8,negatif
sana malam jadi nya gelap mau foto foto tempat nya tidak se rem orang bilang tadi nya rupa museum kereta api,-15,negatif
tiket masuk ribu dewasa lingkung tata rapi bersih bangun pelihara baik kunjung pagi hari ingin uji nyali sini malam hari dapat penjara bawah tanah loteng atas bangun ruang dansa saksi bisu kejam tentara jepang lokasi pinggir jalan raya terlalu jauh stasiun kereta api ada semarang jangan lupa mampir ke lawang sewu,-28,negatif
sebut nama lawang sewu pertama kali muncul pikir kata seram lawang sewu rupa salah satu gedung tua kota semarang warga semarang jujur aku baru sekali datang kesana itu tani sepupu datang luar kota pasuk area lawang sewu akan kena biaya masuk pasuk area lawang sewu kesan horror lama aku bayang langsung lenyap ketika situasi ramai bangun awat cukup bersih banyak event sering selenggara sana jadi kesan seram langsung sirna betul pas aku kesana pas tidak musim libur jadi suasana cukup nyaman foto foto dispot baik photo bomb unjung puas rasa bisa unjung salah satu bangun tinggal jaman jajah desain begitu indah,-45,negatif
salah satu icon kota semarang jadi daya tarik wisatawan tambah nilai wisata mistis kunjung dimnalam hari pasti jantung kamu dag dig dug itu lawang sewu tidak cuma bangun perintah belanda lawang sewu alih jadi penjara paling kejam masa jajah jepang,-12,negatif
lawang sewu tempat untuyk memikmati megah jaman banyak spot tarik diexplore baik kamera maupun mata tempat cukup nyaman telah renovasi sangat rekomendasi kunjung,-16,negatif
tiga kali datang lawang sewu tidak pernah bosen karena saja yang baru meski tidak bangun baru lokasi tapi yang maksud ada yang baru tempat yang dahulu tutup rapat kunci sekarang ada bagi yang buka jadi tambah banyak lorong lorong kalau yang suka fotografi arsitektur senang tempat,-1,negatif
sesuai nama lawang sewu gedung tua memang punya banyak pintu jamin bingung masuk keluar lewat mana apabila tidak pandu papan tunjuk jalan main labirin mana mana pintu saling hubung lokasi pas tengah kota semarang halaman luas bahkan untuk acara konser walaupun ada baik sana sini kesan mistis kental di bumbu mitos kisah kisah sudah edar kalau mau uji nyali malam malam kesini sendiri pas unjung sepi masuk lorong bawah tanah jamin merinding,-6,negatif
kalau mau wisata nuansa jaman dahulu gedung lawang sewu jadi alternative uji nyali ayo bukti nyali mau sini,8,positif
alam unik sekaligus senang untuk pertama kali lihat bangun unik depan mata benar benar jalan tarik kandung unsur mistik luar biasa i keliling lokasi dapat di dalam gedung sangat senang lihat bangun indah penuh sensasi misterius mungkin apabila unjung malam hari sensasi akan makin luar biasa hebat asa picu adrenalin balik semua rasa kesima jejak sejarah perkeretaapian milik lawang sewu ini mulai sejarah ada stasiun jakarta sekitar hingga rute kereta api dahulu pernah dan sekarang punah,-68,negatif
sedikit seram nama so far so bagus namyanya lawang sewu arti banyak pintu gedung tua tapi awat sayang lahan parkir mobil susah,-8,negatif
asa kota semarang lengkap unjung bangun tua pesona tengah kota semarang nama lawang sewu bangun telah milik renovasi hilang khas bangun tua tambah indah sempurna bangun tua beda buka umum bangun sangat beri kesan seram angker kesan ubah jadi tempat indah berselfie ria saran datang unjung gedung guna pakai jaman agar hasil jepret berselfie jadi lebih sempurna serasa hidup zaman ruang bawah tanah pernah kunjung belum buka umum ini tutup tidak boleh unjung kendara mobil sedikit alami sulit untuk parkir lawang sewu tidak milik parkir harus parkir sekitar lawang sewu saat itu parkir pinggir kali jalan umum sewa tarif parkir liar lumayan mahal rp guna karcis parkir,-80,negatif
lawang sewu cocok wisata malam anda kunjung kota semarang akses sangat mudah jangkau teeletak kawasan tugu muda semarang,-9,negatif
lawang sewu kalau arti bahasa indonesia arti ribu pintu yap sesuai nama bangun tinggal belanda mimang punya banyak pintu jujur belum pernah ngitung general tidak pakai kantor kereta api jaman belanda bawah terowongan nyambung rsup karyadi juga penjara bawah tanah tahan jaman haya jaja sekarang sudah tidak lihat penjara bawah tanah sebut lokasi depan bunderan tugu muda bangun katana sih spooky hihihihihi,-14,negatif
awal nya semoat ragu buat masuk karena denger cerita tempat apalagi datang malam hari saya hamil muda banyak yang sar akan tidak masuk karena kurang yakin hubung nya sama hamil tanya sama tugas kalau baik baik jadi putus masuk pada penasaran tempat bersih awat lokasi strategis karena banyak yang tahu jadi gampang tanya,-37,negatif
awal nya cukup takut masuk karena cerita mistis yang dengar sana malam hari hamil muda jadi banyak yang sar akan jangan masuk karena suami yakin hanya cerita mitos tidak hubung nya hamil tanya sih ke tugas kalau aman ya akhir nya masuk pada penasaran tempat nya strategis karena memang sangat kenal jadi mudah kalau kita tanya tempat bersih dan awat buat kamar mandi luar gedung kondisi nya bagaimana saya tidak berani masuk,-49,negatif
tempat benar benar istimewa bila lihat lokasi kualitas bangun bersih bekas bangun belanda sekarang jadi museum kereta api jadi obyek wisata saya kunjung cukup banyak wisatawan luar kota ikut nikmat bangun rata rata penasaran tergiang ngiang uji nyali acara tv beberapa tahun lalu konon dapat penjara bawah tanah gelap total tanpa ventilasi sangat lembab tempat ini biasa suka makhluk dimensi dapat pandu tarif jasa rp bisa dapat alam penuh dan cerita sejarah ada,-79,negatif
nonton film mister tukul jalan jalan lawang sewu aku jadi pengin main lawang sewu alhamdulillah wujud sana hitung lawang ampunn tidak hitung wkwkwk telah jelas tour guide pintu gedung lawang sewu memang banyak tidak pintu saja sebut cerita mistik jadi sejarah buat aku makin penasaran di ajak ruang paling atas uh mantap pokok bagus sekali beljar sejarah lawang sewu kenang juang bangsa indonesia,-18,negatif
salah satu tempat wajib kunjung apabila semarang malam hari lebih seru kunjung suasana ada lebih asa mistis bagi yang saya horor lorong pintu bawah tanah lihat sudah buat merinding,-27,negatif
kesini sama anak anak tidak mau masuk mau duduk taman depan entah akhir bayar tiket sia,-12,negatif
terlalu asyik kagum nuansa romantisme masa silam sejarah ular besi lingkar pulau jawa bagai koleksi saji gedung kuno langsung tenggelam indah arsitektur jaman emas jajah londo tanah jawa masih tinggal kukuh gedung penu misteri mistis daann hasil saya lupa hitung berapa jumlah benar daur pintu tempel kujur dinding bangun megah padahal niat awal saya unjung gedung lawang sewu cuma sekadar mau bukti benar jumlah pintu ribu unit jangan jangan jumlah pintu ribu unit masuk pintu gerbang pintu hati ah sungguh gagal besar jalan kota loenpia,-52,negatif
terlalu horor siang hari banyak unjung sering laku pamer bagus bangun awat saat kunjung beberapa tempat proses pugar,-13,negatif
gedung lawang sewu rupa kantor pusat usaha kereta api swasta zaman hindia belanda pertama kali bangun jalur kereta api indonesia gedung lokasi persis damping tugu muda tiket masuk orang dewasa besar rp orang sayang wisata bawah tanah tiada sementara waktu sedang laku renovasi beberapa ruang jadi ruang pamer tampil miniatur kereta api bagai alat perkeretaapian foto film sejarah kembang kereta api kalau lebih seru saran sewa pandu anda lebih tahu cerita balik objek pamer dapat banyak ruang biar kosong buka cinta selfie dapat banyak spot instagrammable pula fasilitas musholla toilet unjung salut kelola gedung karena taman lihat rapi relatif bersih sampah,-58,negatif
semarang wajib ke lawang sewu salah satu icon kota semarang htm rp kita jelajah semua ruang bagus datang malam pagi hari letak pusat kota,-12,negatif
unjung lawang sewu kita ajar sejarah kereta api indonesia khusus nya semarang,2,positif
bangun sejarah yang milik daya tarik sendiri lokasi tengah kota tiket masuk cuma ribu tempat wajib kunjung kalau ke semarang,-3,negatif
semarang kalau kesini kalian coba kunjung ke sini ribu pintu hehe tarik lihat kembang kereta api indonesia,-7,negatif
banyak orang nilai tempat milik kesan mistis turut tempat bahkan sangat sejuk nyaman santa bangun sejarah unik indah milik galeri pamer informasi kena kereta api indonesia,-14,negatif
kunjung malam hari lawang sewu jelajah hingga loteng bawah atap sangat seram itu biasa cari wisatawan sensasi seram,-18,negatif
rupa bangun sejarah kota semarang sangat rekomendasi kunjung ke semarang kesini wajib baca baca dahulu sejarah bangun,-1,negatif
rupa bangun heritage jaman dahulu patut kunjung letak strategis tengah kota rem rem bagaimana begitu benar benar bangkit asa macam sedang ke jaman kala,-30,negatif
masuk wisata sejarah sangat rekomendasi kunjung sempat baca ringkas sejarah banyak sedia sana ingin foto latar pintu banyak pilih foto gedung a kombinasi warna lantai sangat cantik banding gedung lain guna tripod bantu orang agar seluruh latar foto sedia lahan parkir area lawang sewu dapat parkir are parkir senang puppy resto holiday kami datang jam makan siang jadi parkir resto cukup penuh,-29,negatif
lawang sewu dulunya tempat kantor administrasi tiket masuk murah tempat parkir kurang pada,-18,negatif
kunjung lawang sewu libur semarang tempat tenang cerita bekas gedung kantor kereta api indonesia dapat lokomotif uap tua berapa depan gedung,-3,negatif
kesan angker sama sekali lihat masuk dalam cukup bayar tiket masuk besar rp lama dalam ekspektasi tempat sangat angker masuk dalam nyata ada ruang kosong sangat banyak pintu ada tempat sedikit kurang enak aura nya di toilet lantai ruang bawah tanah,-41,negatif
rupa bangun sisa tinggal persero batas kai zaman belanda letak asa pusat kota tepat daerah tugu muda akses tuju kesana sangat mudah dekat pusat oleh daerah pandanaran,0,negatif
lawang sewu salah satu ikon kota semarang memang langsung curi perhati rekan kerja telah selesai rapat anggar malam suntuk yang lelah habis solat jumat makan siang cuss langsung ke lawang sewu akhir ke lawang sewu wisuda tahun begitu banyak ubah sejak saja manajemen lebih baik dapat tour guide keren banget lawak pada kita penasaran mistis lawang sewu dia arah baik cuma ribu saja sayang kemarin ruang bawah tanah tutup,-24,negatif
meski dengar mistis banyak tinggal sejarah khusus kereta api indonesia tidak seram bayang justru banyak spot foto tarik area gedung lawang sewu bangun gaya belanda tiket entri cukup sedia tur guide harga tentu ingin tahu lebih banyak sejarah gedung isi,-15,negatif
gedung tua penuh sejarah makin cantik sejak kelola persero batas kai sayang beberapa fasilitas unjung toolet parkir pandu kurang pada,-10,negatif
lawang pintu sewu ribu entah jumlah benar benar ribu tidak jelas pintu banyak sekali masuk area gedung asa hawa dingin kalau pergi kesana teman banyak area paling horror bawah tanah mask kesini bawa senter pakai sepatu boot anti air wajib sama pandu lewat lorong lorong air gelap pandu sampai gudang cerita mistis,-43,negatif
bangun letak dekat pusat kota semarang mudah jangkau bangun lawang sewu sangat artistik juga bersih,2,positif
tempat termainstream tapi kalau tidak kesini arti ke semarang sudah terlalu sering kesini buat nemenin teman dari luar kota walopun sayang area bawah tanah sudah tidak buka akhir masuk bawah tanah pas aku sampai,-2,negatif
letak pusat kota bangun fungsi museum kereta api banyak lokomotif maupun alat dukung transportasi tampil meski tua gedung awat,1,positif
salah satu tuju utama semarang antara kunjung kesini bangun nya awat baik punya spot foto bagus,1,positif
lawang sewu sudah kenal dengan gedung tua cantik tidak rem kokwaktu paling pas kesini sore tuju magrib walaupun siang malam tidak masalah tapi buat urus foto bakal lebih cantik hasil sore ituuntuk tiket masuk jangkau ada guide kalau minat jadi erti sejarah uni gedung,-24,negatif
lengkap rasa kalau semarang tidak mampir gedung lawang sewu ada jl pemuda tempat bagus banget buat tour keluarga study banyak foto miniatur cerita gedung ada pernah hitung pintu gedung selesai saya saja sampai bingung ngitungnya saking banyak,-16,negatif
kunjung dua tahun kesan bangun sekarang lebih awat bersih pugar kesan mistis sedikit hilang taman tata beri paving cocok wisata sejarah yang hobi fotografi,4,positif
lawang sewu masuk bangun sejarah smrg waktu kesini saudara saya untuk wisata malam suasana sangat cekam tapi sayang belum ke bwah tanah karena waktu sedang renov apa waktu mau jalan dengan guide,-24,negatif
letak belah barat simpang lima semarang cukup mudah cari tempat karena lokasi strategis tiket masuk ribu sini bisa lihat bangun sejarah megah diri benar bangun dulunya pakai kantor persero batas kereta api jaman namun sayang ada lahan parkir jadi parkir di pinggir jalan belum kelola baik,-30,negatif
kalau pertama kali kesini mending jelajah bagunan sendiri percuma bawa tour guidenya kurang informatif kes buru buru,-17,negatif
langsung aje ye tempat bersih awat bagus foto murah banget unik historical pusat kota asyik buat nongkrong fotografer siap abadi sayang parkir susah,7,positif
bangun dulunya rupa kantor jawat kereta api sangat wajib kunjung datang semarang alih fungsi jadi museum malam hari bangun ini nampak misteri itu salah satu daya tarik,-23,negatif
baik building dapat banyak history gedung di masa lalu tambah alam sejarah,12,positif
bangun kuno khas bangun belanda harus lestari rawat baik lokasi sangata strategis pusat kota semarang kawasan tugumuda semarang wajib kunjung wisatawan pertama kali semarang,-14,negatif
siapa tidak kenal gedung lawang sewu gedung paling kenal semarang sejak masa jajah belanda milik banyak pintu ibarat pintu banyak ribu pintu dahulu gedung fungsi kantor kereta api masa merdeka sekarang fungsi alih jadi objek wisata lindung jadi tempat suatu gelar acara pasuk gedung aroma khas bangun tua sangat cium kemudian tangga cukup tinggi arah arah kanan kiri konon ada orang bisa meihat makhluk ghaib telah tunggu diri duduk tangga sebut itu mitos tentang benar tidak tahu gedung lawang sewu diri lantai mana satu lantai ruang hubung pintu jadi apabila pintu buka anda seperti sedang jalan lorong sangat panjang lawang sewu benar tidak diri banyak pintu banyak jendela jendela ada sini sangat besar panjang kokoh lihat jauh jendela jendela seperti pintu telah hubung itu jika anda singgah semarang jangan lupa jelajah gedung sejarah satu,-100,negatif
kalau semarang wajib foto sini nikmat suasana mistis tambah historic keren tempat sekarang bersih nyebrang tugu muda buat foto kalau laper masuk area museum mandala bhakti angkring kedai blendoek vinscoffee menu istimewa,-2,negatif
wisata sejarah semarang mampir ke sini beda situasi kunjung pagi siang malam bisa tebak bila wisata malam hari kesana bakal alami alam mistis buat yang sensitif hal gaib,-7,negatif
tiket masuk murah dengan tour guide jelas sejarah lawang sewu meski suasana pengap banyak sekali bisa jadi objek foto,-10,negatif
